account_id,app,reviewer,decision,review_date
A000513,Compass CRM,prior.reviewer,approved,2026-06-22
A001190,Slack,prior.reviewer,approved,2026-06-27
A000992,VPN,prior.reviewer,approved,2026-06-29
A000400,Helix ITSM,prior.reviewer,approved,2026-07-01
A001101,Gateway,prior.reviewer,approved,2026-07-12
A000734,Expense,prior.reviewer,approved,2026-07-06
A000648,Gateway,prior.reviewer,approved,2026-06-25
A000860,Zoom,prior.reviewer,approved,2026-06-23
A000596,Jenkins,prior.reviewer,approved,2026-06-25
A001163,Helix ITSM,prior.reviewer,approved,2026-07-11
A000039,Active Directory,prior.reviewer,approved,2026-07-02
A000136,Compass CRM,prior.reviewer,approved,2026-06-28
A000495,Zoom,prior.reviewer,approved,2026-06-30
A000550,Slack,prior.reviewer,approved,2026-07-01
A000252,Tableau,prior.reviewer,approved,2026-07-11
A000966,VPN,prior.reviewer,approved,2026-06-30
A000685,Badge access,prior.reviewer,approved,2026-06-28
A000290,Zoom,prior.reviewer,approved,2026-07-08
A000030,Expense,prior.reviewer,approved,2026-06-22
A000645,Gateway,prior.reviewer,approved,2026-06-22
A000577,Compass CRM,prior.reviewer,approved,2026-06-27
A000420,VPN,prior.reviewer,approved,2026-06-27
A000520,Expense,prior.reviewer,approved,2026-07-11
A000521,Badge access,prior.reviewer,approved,2026-07-06
A000040,Active Directory,prior.reviewer,approved,2026-06-22
A000280,Compass CRM,prior.reviewer,approved,2026-07-06
A000324,Tableau,prior.reviewer,approved,2026-07-04
A000965,Helix ITSM,prior.reviewer,approved,2026-07-01
A000652,Gateway,prior.reviewer,approved,2026-07-01
A001161,Vault,prior.reviewer,approved,2026-07-02
A001082,Helix ITSM,prior.reviewer,approved,2026-06-30
A000275,Zoom,prior.reviewer,approved,2026-06-25
A001083,Jenkins,prior.reviewer,approved,2026-07-03
A000580,Helix ITSM,prior.reviewer,approved,2026-07-03
A000326,VPN,prior.reviewer,approved,2026-07-04
A000589,Gateway,prior.reviewer,approved,2026-06-25
A000102,Gateway,prior.reviewer,approved,2026-06-27
A001124,Active Directory,prior.reviewer,approved,2026-07-02
A001068,Zoom,prior.reviewer,approved,2026-06-28
A000175,Helix ITSM,prior.reviewer,approved,2026-07-05
A001024,Slack,prior.reviewer,approved,2026-06-28
A000452,Tableau,prior.reviewer,approved,2026-06-28
A001152,VPN,prior.reviewer,approved,2026-06-22
A001191,Active Directory,prior.reviewer,approved,2026-07-01
A000127,Atlas ERP,prior.reviewer,approved,2026-06-25
A001130,GitHub Enterprise,prior.reviewer,approved,2026-06-28
A000423,Slack,prior.reviewer,approved,2026-06-25
A000731,Active Directory,prior.reviewer,approved,2026-06-26
A000637,Active Directory,prior.reviewer,approved,2026-06-30
A000445,Badge access,prior.reviewer,approved,2026-06-27
A000998,Badge access,prior.reviewer,approved,2026-07-08
A000313,VPN,prior.reviewer,approved,2026-06-25
A001108,Slack,prior.reviewer,approved,2026-07-09
A000338,Expense,prior.reviewer,approved,2026-06-30
A000675,Gateway,prior.reviewer,approved,2026-07-03
A000325,Tableau,prior.reviewer,approved,2026-07-12
A000723,Active Directory,prior.reviewer,approved,2026-06-27
A001184,Gateway,prior.reviewer,approved,2026-06-26
A000594,Active Directory,prior.reviewer,approved,2026-06-23
A000123,Zoom,prior.reviewer,approved,2026-06-25
A000767,Expense,prior.reviewer,approved,2026-07-05
A000549,Expense,prior.reviewer,approved,2026-07-12
A000132,Expense,prior.reviewer,approved,2026-07-10
A000307,Snowflake,prior.reviewer,approved,2026-06-26
A000022,Gateway,prior.reviewer,approved,2026-07-11
A001085,Zoom,prior.reviewer,approved,2026-06-30
A001125,Atlas ERP,prior.reviewer,approved,2026-06-29
A000213,Slack,prior.reviewer,approved,2026-07-09
A000678,Compass CRM,prior.reviewer,approved,2026-07-08
A001121,MeridianPay,prior.reviewer,approved,2026-07-02
A001056,Active Directory,prior.reviewer,approved,2026-07-03
A000627,VPN,prior.reviewer,approved,2026-06-29
A000636,Zoom,prior.reviewer,approved,2026-07-04
A001123,Badge access,prior.reviewer,approved,2026-07-09
A000575,Active Directory,prior.reviewer,approved,2026-06-25
A000233,Gateway,prior.reviewer,approved,2026-07-05
A001059,Zoom,prior.reviewer,approved,2026-07-04
A000583,Badge access,prior.reviewer,approved,2026-06-24
A000946,VPN,prior.reviewer,approved,2026-07-10
A000001,Compass CRM,prior.reviewer,approved,2026-06-23
A000877,VPN,prior.reviewer,approved,2026-07-02
A000416,Helix ITSM,prior.reviewer,approved,2026-06-27
A000408,Slack,prior.reviewer,approved,2026-06-30
A001129,Active Directory,prior.reviewer,approved,2026-07-01
A000461,Badge access,prior.reviewer,approved,2026-06-24
A000162,AWS Prod,prior.reviewer,approved,2026-07-10
A000802,Expense,prior.reviewer,approved,2026-07-03
A000922,Helix ITSM,prior.reviewer,approved,2026-06-28
A000673,Expense,prior.reviewer,approved,2026-06-26
A000876,Badge access,prior.reviewer,approved,2026-07-07
A000995,Badge access,prior.reviewer,approved,2026-07-04
A000740,Expense,prior.reviewer,approved,2026-07-04
A000251,Expense,prior.reviewer,approved,2026-06-23
A000233,GitHub Enterprise,prior.reviewer,approved,2026-07-11
A000071,Badge access,prior.reviewer,approved,2026-07-11
A001082,AWS NonProd,prior.reviewer,approved,2026-07-03
A000080,Expense,prior.reviewer,approved,2026-06-24
A000471,Tableau,prior.reviewer,approved,2026-07-07
A000227,Tableau,prior.reviewer,approved,2026-06-22
A000353,Expense,prior.reviewer,approved,2026-07-07
A001041,Slack,prior.reviewer,approved,2026-06-29
A000880,Zoom,prior.reviewer,approved,2026-07-06
A000976,Active Directory,prior.reviewer,approved,2026-07-02
A000102,Badge access,prior.reviewer,approved,2026-07-06
A001038,VPN,prior.reviewer,approved,2026-07-09
A000032,VPN,prior.reviewer,approved,2026-06-25
A000256,Tableau,prior.reviewer,approved,2026-06-30
A000442,AWS NonProd,prior.reviewer,approved,2026-07-09
A001072,Active Directory,prior.reviewer,approved,2026-06-24
A000177,Gateway,prior.reviewer,approved,2026-06-23
A001177,Zoom,prior.reviewer,approved,2026-07-11
A000063,Slack,prior.reviewer,approved,2026-07-05
A000936,Gateway,prior.reviewer,approved,2026-06-29
A000675,Zoom,prior.reviewer,approved,2026-06-26
A001181,VPN,prior.reviewer,approved,2026-07-11
A000329,VPN,prior.reviewer,approved,2026-07-08
A000843,Snowflake,prior.reviewer,approved,2026-06-29
A000546,VPN,prior.reviewer,approved,2026-07-01
A000206,VPN,prior.reviewer,approved,2026-06-22
A000028,Tableau,prior.reviewer,approved,2026-07-11
A000648,Helix ITSM,prior.reviewer,approved,2026-07-09
A000043,Active Directory,prior.reviewer,approved,2026-06-28
A000586,Active Directory,prior.reviewer,approved,2026-07-11
A000314,Zoom,prior.reviewer,approved,2026-06-24
A000953,Badge access,prior.reviewer,approved,2026-07-12
A001000,Slack,prior.reviewer,approved,2026-06-27
A000511,Gateway,prior.reviewer,approved,2026-06-22
A000476,Helix ITSM,prior.reviewer,approved,2026-07-03
A000040,Gateway,prior.reviewer,approved,2026-06-22
A000566,Badge access,prior.reviewer,approved,2026-06-29
A000478,Helix ITSM,prior.reviewer,approved,2026-06-23
A000061,Active Directory,prior.reviewer,approved,2026-06-29
A001016,Badge access,prior.reviewer,approved,2026-06-26
A000106,Expense,prior.reviewer,approved,2026-07-10
A000058,Gateway,prior.reviewer,approved,2026-06-30
A000908,Expense,prior.reviewer,approved,2026-06-26
A000660,VPN,prior.reviewer,approved,2026-06-28
A000897,Active Directory,prior.reviewer,approved,2026-07-04
A000228,Slack,prior.reviewer,approved,2026-06-26
A000558,Compass CRM,prior.reviewer,approved,2026-07-09
A000439,Badge access,prior.reviewer,approved,2026-07-10
A000924,VPN,prior.reviewer,approved,2026-07-10
A000571,Expense,prior.reviewer,approved,2026-07-12
A000345,Expense,prior.reviewer,approved,2026-06-27
A000353,Gateway,prior.reviewer,approved,2026-07-03
A000241,VPN,prior.reviewer,approved,2026-07-06
A000540,Zoom,prior.reviewer,approved,2026-06-26
A001191,Slack,prior.reviewer,approved,2026-07-08
A000608,Jenkins,prior.reviewer,approved,2026-06-24
A000365,Badge access,prior.reviewer,approved,2026-06-29
A000075,VPN,prior.reviewer,approved,2026-06-27
A000451,Expense,prior.reviewer,approved,2026-07-08
A000854,Expense,prior.reviewer,approved,2026-06-29
A000107,Slack,prior.reviewer,approved,2026-07-01
A000567,Helix ITSM,prior.reviewer,approved,2026-07-09
A000066,Badge access,prior.reviewer,approved,2026-07-09
A000782,Zoom,prior.reviewer,approved,2026-07-05
A000900,Badge access,prior.reviewer,approved,2026-07-06
A000877,Jenkins,prior.reviewer,approved,2026-07-07
A000135,Slack,prior.reviewer,approved,2026-07-05
A000809,Slack,prior.reviewer,approved,2026-06-27
A000235,Slack,prior.reviewer,approved,2026-06-22
A000810,VPN,prior.reviewer,approved,2026-06-25
A000212,AWS NonProd,prior.reviewer,approved,2026-07-06
A000035,Gateway,prior.reviewer,approved,2026-06-29
A001175,Slack,prior.reviewer,approved,2026-06-25
A000107,Badge access,prior.reviewer,approved,2026-06-29
A000336,Tableau,prior.reviewer,approved,2026-06-22
A000674,Tableau,prior.reviewer,approved,2026-07-06
A000732,Tableau,prior.reviewer,approved,2026-07-08
A000335,Compass CRM,prior.reviewer,approved,2026-06-27
A000768,Snowflake,prior.reviewer,approved,2026-07-05
A001197,Expense,prior.reviewer,approved,2026-06-28
A000011,Badge access,prior.reviewer,approved,2026-07-02
A000795,Gateway,prior.reviewer,approved,2026-07-01
A000166,Expense,prior.reviewer,approved,2026-07-10
A001126,Active Directory,prior.reviewer,approved,2026-07-08
A000472,Expense,prior.reviewer,approved,2026-06-26
A000042,Snowflake,prior.reviewer,approved,2026-07-05
A000576,Helix ITSM,prior.reviewer,approved,2026-07-11
A000158,Active Directory,prior.reviewer,approved,2026-07-08
A000268,Gateway,prior.reviewer,approved,2026-06-27
A000829,Tableau,prior.reviewer,approved,2026-07-01
A001047,Active Directory,prior.reviewer,approved,2026-07-01
A000220,VPN,prior.reviewer,approved,2026-06-27
A000017,Active Directory,prior.reviewer,approved,2026-07-05
A000786,Snowflake,prior.reviewer,approved,2026-06-27
A001056,Slack,prior.reviewer,approved,2026-07-10
A000902,Active Directory,prior.reviewer,approved,2026-07-05
A000474,Gateway,prior.reviewer,approved,2026-07-08
A001182,AWS NonProd,prior.reviewer,approved,2026-06-28
A000942,Active Directory,prior.reviewer,approved,2026-06-24
A000061,Zoom,prior.reviewer,approved,2026-07-03
A000892,Zoom,prior.reviewer,approved,2026-07-02
A000692,Compass CRM,prior.reviewer,approved,2026-06-26
A001146,Badge access,prior.reviewer,approved,2026-07-05
A001030,VPN,prior.reviewer,approved,2026-06-29
A000258,Expense,prior.reviewer,approved,2026-06-28
A000671,Gateway,prior.reviewer,approved,2026-07-04
A000475,Compass CRM,prior.reviewer,approved,2026-07-11
A000574,Tableau,prior.reviewer,approved,2026-07-07
A000647,Active Directory,prior.reviewer,approved,2026-07-01
A001136,Expense,prior.reviewer,approved,2026-06-29
A000721,Slack,prior.reviewer,approved,2026-07-11
A000350,Compass CRM,prior.reviewer,approved,2026-06-29
A000812,Gateway,prior.reviewer,approved,2026-07-11
A001026,Slack,prior.reviewer,approved,2026-07-08
A000738,Badge access,prior.reviewer,approved,2026-07-04
A000276,Jenkins,prior.reviewer,approved,2026-07-11
A000090,Expense,prior.reviewer,approved,2026-07-03
A000947,Compass CRM,prior.reviewer,approved,2026-07-08
A000762,VPN,prior.reviewer,approved,2026-06-22
A000785,Slack,prior.reviewer,approved,2026-06-28
A000174,Badge access,prior.reviewer,approved,2026-06-26
A000729,Badge access,prior.reviewer,approved,2026-07-08
A000175,Expense,prior.reviewer,approved,2026-06-28
A000087,Helix ITSM,prior.reviewer,approved,2026-06-24
A000428,Slack,prior.reviewer,approved,2026-07-06
A000309,AWS NonProd,prior.reviewer,approved,2026-06-26
A000831,Tableau,prior.reviewer,approved,2026-07-01
A000881,VPN,prior.reviewer,approved,2026-06-30
A000862,Active Directory,prior.reviewer,approved,2026-07-04
A000011,Gateway,prior.reviewer,approved,2026-06-29
A001119,Snowflake,prior.reviewer,approved,2026-06-27
A000712,Gateway,prior.reviewer,approved,2026-07-01
A000992,Helix ITSM,prior.reviewer,approved,2026-07-11
A000731,AWS NonProd,prior.reviewer,approved,2026-07-02
A000063,Active Directory,prior.reviewer,approved,2026-07-09
A000177,Slack,prior.reviewer,approved,2026-06-26
A000054,Active Directory,prior.reviewer,approved,2026-07-12
A000968,Snowflake,prior.reviewer,approved,2026-07-04
A000320,Gateway,prior.reviewer,approved,2026-07-04
A000461,Expense,prior.reviewer,approved,2026-06-28
A000167,Zoom,prior.reviewer,approved,2026-07-08
A000010,Badge access,prior.reviewer,approved,2026-06-26
A000587,Badge access,prior.reviewer,approved,2026-06-27
A000078,Zoom,prior.reviewer,approved,2026-07-11
A000401,VPN,prior.reviewer,approved,2026-07-06
A000044,Slack,prior.reviewer,approved,2026-07-09
A000134,Badge access,prior.reviewer,approved,2026-06-27
A000053,Badge access,prior.reviewer,approved,2026-07-11
A001128,AWS NonProd,prior.reviewer,approved,2026-07-04
A001044,Tableau,prior.reviewer,approved,2026-07-06
A001144,Gateway,prior.reviewer,approved,2026-06-26
A001095,VPN,prior.reviewer,approved,2026-06-22
A000465,VPN,prior.reviewer,approved,2026-07-03
A000564,VPN,prior.reviewer,approved,2026-07-09
A000164,Zoom,prior.reviewer,approved,2026-07-09
A000355,Helix ITSM,prior.reviewer,approved,2026-07-01
A001130,Jenkins,prior.reviewer,approved,2026-07-05
A000147,VPN,prior.reviewer,approved,2026-07-07
A000935,Badge access,prior.reviewer,approved,2026-07-07
A000115,Zoom,prior.reviewer,approved,2026-07-04
A000315,Jenkins,prior.reviewer,approved,2026-07-08
A000905,VPN,prior.reviewer,approved,2026-06-25
A000367,Slack,prior.reviewer,approved,2026-07-01
A000320,Badge access,prior.reviewer,approved,2026-07-03
A001016,Active Directory,prior.reviewer,approved,2026-07-05
A000682,Compass CRM,prior.reviewer,approved,2026-06-26
A000740,Helix ITSM,prior.reviewer,approved,2026-07-04
A000310,Active Directory,prior.reviewer,approved,2026-07-01
A000309,Compass CRM,prior.reviewer,approved,2026-06-26
A000975,Badge access,prior.reviewer,approved,2026-07-05
A000134,Gateway,prior.reviewer,approved,2026-07-09
A000738,Gateway,prior.reviewer,approved,2026-07-08
A001110,Gateway,prior.reviewer,approved,2026-07-06
A000663,Slack,prior.reviewer,approved,2026-07-08
A000210,Zoom,prior.reviewer,approved,2026-07-09
A000533,Slack,prior.reviewer,approved,2026-07-11
A001082,Gateway,prior.reviewer,approved,2026-07-08
A000614,Badge access,prior.reviewer,approved,2026-06-30
A000835,Gateway,prior.reviewer,approved,2026-07-03
A001129,Jenkins,prior.reviewer,approved,2026-07-03
A000581,Zoom,prior.reviewer,approved,2026-07-06
A000636,VPN,prior.reviewer,approved,2026-07-05
A000481,VPN,prior.reviewer,approved,2026-06-26
A000384,VPN,prior.reviewer,approved,2026-06-30
A000530,Compass CRM,prior.reviewer,approved,2026-07-03
A000953,Snowflake,prior.reviewer,approved,2026-06-29
A001059,Compass CRM,prior.reviewer,approved,2026-06-24
A001042,Active Directory,prior.reviewer,approved,2026-07-04
A000295,Badge access,prior.reviewer,approved,2026-07-05
A000787,Active Directory,prior.reviewer,approved,2026-06-29
A000731,Compass CRM,prior.reviewer,approved,2026-07-03
A000023,Slack,prior.reviewer,approved,2026-07-05
A001062,Active Directory,prior.reviewer,approved,2026-06-28
A000230,Active Directory,prior.reviewer,approved,2026-07-10
A000071,Active Directory,prior.reviewer,approved,2026-06-28
A000851,Snowflake,prior.reviewer,approved,2026-07-05
A000666,VPN,prior.reviewer,approved,2026-07-11
A001162,AWS Prod,prior.reviewer,approved,2026-07-12
A000007,AWS Prod,prior.reviewer,approved,2026-06-25
A001160,Slack,prior.reviewer,approved,2026-07-04
A001185,VPN,prior.reviewer,approved,2026-07-06
A000771,Badge access,prior.reviewer,approved,2026-06-27
A001119,Compass CRM,prior.reviewer,approved,2026-07-11
A000551,Expense,prior.reviewer,approved,2026-07-11
A000515,Zoom,prior.reviewer,approved,2026-07-01
A000091,Badge access,prior.reviewer,approved,2026-07-08
A000582,Vault,prior.reviewer,approved,2026-06-30
A001059,AWS Prod,prior.reviewer,approved,2026-06-23
A000584,Active Directory,prior.reviewer,approved,2026-07-01
A001200,GitHub Enterprise,prior.reviewer,approved,2026-07-05
A000946,Snowflake,prior.reviewer,approved,2026-07-11
A000279,Tableau,prior.reviewer,approved,2026-07-01
A000316,Slack,prior.reviewer,approved,2026-07-02
A000624,AWS NonProd,prior.reviewer,approved,2026-06-22
A000290,Gateway,prior.reviewer,approved,2026-06-28
A000708,Vault,prior.reviewer,approved,2026-06-26
A000775,Slack,prior.reviewer,approved,2026-06-23
A000018,Gateway,prior.reviewer,approved,2026-06-28
A000558,Slack,prior.reviewer,approved,2026-07-06
A000146,Slack,prior.reviewer,approved,2026-07-03
A000273,Active Directory,prior.reviewer,approved,2026-07-04
A000173,Atlas ERP,prior.reviewer,approved,2026-07-04
A000623,Gateway,prior.reviewer,approved,2026-07-07
A000589,Helix ITSM,prior.reviewer,approved,2026-07-02
A000060,Tableau,prior.reviewer,approved,2026-06-25
A000676,Zoom,prior.reviewer,approved,2026-07-07
A000580,AWS NonProd,prior.reviewer,approved,2026-07-07
A000209,Badge access,prior.reviewer,approved,2026-06-26
A001165,VPN,prior.reviewer,approved,2026-07-01
A001137,VPN,prior.reviewer,approved,2026-06-29
A000699,Gateway,prior.reviewer,approved,2026-07-08
A000393,Gateway,prior.reviewer,approved,2026-06-26
A000769,Helix ITSM,prior.reviewer,approved,2026-07-06
A000492,Zoom,prior.reviewer,approved,2026-07-10
A000362,Tableau,prior.reviewer,approved,2026-06-27
A000208,Active Directory,prior.reviewer,approved,2026-06-23
A000283,VPN,prior.reviewer,approved,2026-07-12
A000569,Jenkins,prior.reviewer,approved,2026-07-04
A000094,VPN,prior.reviewer,approved,2026-06-25
A001170,Expense,prior.reviewer,approved,2026-06-24
A000059,Active Directory,prior.reviewer,approved,2026-07-09
A000760,VPN,prior.reviewer,approved,2026-06-24
A000774,VPN,prior.reviewer,approved,2026-07-09
A000265,Badge access,prior.reviewer,approved,2026-07-09
A000091,Slack,prior.reviewer,approved,2026-06-30
A001156,Expense,prior.reviewer,approved,2026-07-12
A000662,AWS NonProd,prior.reviewer,approved,2026-07-08
A000413,Slack,prior.reviewer,approved,2026-07-12
A000014,Zoom,prior.reviewer,approved,2026-06-28
A000423,Gateway,prior.reviewer,approved,2026-07-09
A001163,Badge access,prior.reviewer,approved,2026-07-09
A000234,Compass CRM,prior.reviewer,approved,2026-07-09
A000852,Active Directory,prior.reviewer,approved,2026-06-29
A000170,Tableau,prior.reviewer,approved,2026-07-12
A000722,VPN,prior.reviewer,approved,2026-06-25
A000300,VPN,prior.reviewer,approved,2026-06-28
A000086,Active Directory,prior.reviewer,approved,2026-07-11
A000358,Gateway,prior.reviewer,approved,2026-06-27
A000981,Zoom,prior.reviewer,approved,2026-06-24
A000509,Zoom,prior.reviewer,approved,2026-07-05
A000645,VPN,prior.reviewer,approved,2026-07-12
A000543,Helix ITSM,prior.reviewer,approved,2026-07-09
A000397,VPN,prior.reviewer,approved,2026-07-04
A000409,Expense,prior.reviewer,approved,2026-06-30
A000026,VPN,prior.reviewer,approved,2026-06-30
A000390,Zoom,prior.reviewer,approved,2026-06-24
A000148,VPN,prior.reviewer,approved,2026-07-01
A000522,Helix ITSM,prior.reviewer,approved,2026-06-25
A000996,Badge access,prior.reviewer,approved,2026-07-11
A000762,Gateway,prior.reviewer,approved,2026-07-08
A000637,Gateway,prior.reviewer,approved,2026-07-06
A000985,Slack,prior.reviewer,approved,2026-07-05
A000551,Slack,prior.reviewer,approved,2026-06-25
A000365,VPN,prior.reviewer,approved,2026-06-30
A000917,Compass CRM,prior.reviewer,approved,2026-07-03
A000812,Atlas ERP,prior.reviewer,approved,2026-07-09
A000839,Zoom,prior.reviewer,approved,2026-06-28
A000658,Slack,prior.reviewer,approved,2026-07-07
A000418,Helix ITSM,prior.reviewer,approved,2026-07-01
A000770,Helix ITSM,prior.reviewer,approved,2026-07-12
A001029,Active Directory,prior.reviewer,approved,2026-06-25
A001198,Active Directory,prior.reviewer,approved,2026-06-28
A000655,Active Directory,prior.reviewer,approved,2026-06-30
A000649,VPN,prior.reviewer,approved,2026-06-30
A000435,Expense,prior.reviewer,approved,2026-07-07
A000629,VPN,prior.reviewer,approved,2026-07-10
A000731,Badge access,prior.reviewer,approved,2026-06-27
A000704,Active Directory,prior.reviewer,approved,2026-06-24
A000826,Badge access,prior.reviewer,approved,2026-06-26
A000537,Active Directory,prior.reviewer,approved,2026-07-11
A000085,VPN,prior.reviewer,approved,2026-07-01
A000229,Gateway,prior.reviewer,approved,2026-06-28
A000197,Helix ITSM,prior.reviewer,approved,2026-06-30
A001017,Tableau,prior.reviewer,approved,2026-07-11
A000468,Zoom,prior.reviewer,approved,2026-06-24
A000360,Active Directory,prior.reviewer,approved,2026-07-06
A001047,Compass CRM,prior.reviewer,approved,2026-06-24
A000329,AWS NonProd,prior.reviewer,approved,2026-06-28
A000829,Slack,prior.reviewer,approved,2026-07-10
A000450,Gateway,prior.reviewer,approved,2026-07-08
A000702,Tableau,prior.reviewer,approved,2026-07-06
A000069,Slack,prior.reviewer,approved,2026-07-07
A000204,Compass CRM,prior.reviewer,approved,2026-06-24
A000961,Badge access,prior.reviewer,approved,2026-07-01
A000612,GitHub Enterprise,prior.reviewer,approved,2026-07-06
A001061,Expense,prior.reviewer,approved,2026-06-25
A000672,AWS NonProd,prior.reviewer,approved,2026-07-04
A000963,Helix ITSM,prior.reviewer,approved,2026-07-02
A000236,Gateway,prior.reviewer,approved,2026-06-22
A000080,VPN,prior.reviewer,approved,2026-07-02
A001187,Active Directory,prior.reviewer,approved,2026-07-06
A000349,VPN,prior.reviewer,approved,2026-06-29
A000257,Helix ITSM,prior.reviewer,approved,2026-07-11
A000063,Gateway,prior.reviewer,approved,2026-07-09
A000113,Active Directory,prior.reviewer,approved,2026-06-23
A000859,Badge access,prior.reviewer,approved,2026-07-06
A000477,Helix ITSM,prior.reviewer,approved,2026-06-30
A000758,Badge access,prior.reviewer,approved,2026-07-03
A000680,Active Directory,prior.reviewer,approved,2026-06-24
A000432,Active Directory,prior.reviewer,approved,2026-07-04
A000681,Zoom,prior.reviewer,approved,2026-06-26
A000907,Helix ITSM,prior.reviewer,approved,2026-06-23
A000007,Slack,prior.reviewer,approved,2026-07-01
A000398,Gateway,prior.reviewer,approved,2026-07-12
A000426,VPN,prior.reviewer,approved,2026-07-06
A000276,Zoom,prior.reviewer,approved,2026-07-04
A001007,Active Directory,prior.reviewer,approved,2026-07-10
A000824,Compass CRM,prior.reviewer,approved,2026-07-01
A000405,Slack,prior.reviewer,approved,2026-06-24
A000329,Slack,prior.reviewer,approved,2026-07-11
A000060,Badge access,prior.reviewer,approved,2026-07-09
A000674,Badge access,prior.reviewer,approved,2026-07-08
A001085,Slack,prior.reviewer,approved,2026-06-29
A000416,VPN,prior.reviewer,approved,2026-06-30
A000418,Gateway,prior.reviewer,approved,2026-07-02
A000347,Badge access,prior.reviewer,approved,2026-06-28
A000383,Gateway,prior.reviewer,approved,2026-06-29
A000956,Compass CRM,prior.reviewer,approved,2026-06-22
A000821,Slack,prior.reviewer,approved,2026-06-25
A000889,Expense,prior.reviewer,approved,2026-07-10
A000075,Expense,prior.reviewer,approved,2026-06-30
A000597,Zoom,prior.reviewer,approved,2026-06-22
A000386,Gateway,prior.reviewer,approved,2026-07-06
A000203,Snowflake,prior.reviewer,approved,2026-07-11
A000322,AWS NonProd,prior.reviewer,approved,2026-07-12
A000325,Compass CRM,prior.reviewer,approved,2026-07-08
A000250,VPN,prior.reviewer,approved,2026-06-29
A000738,Expense,prior.reviewer,approved,2026-06-29
A000836,Helix ITSM,prior.reviewer,approved,2026-06-23
A000290,Jenkins,prior.reviewer,approved,2026-07-03
A000949,Helix ITSM,prior.reviewer,approved,2026-06-23
A001024,Jenkins,prior.reviewer,approved,2026-07-10
A000186,Expense,prior.reviewer,approved,2026-07-05
A000818,Expense,prior.reviewer,approved,2026-06-30
A001036,Zoom,prior.reviewer,approved,2026-06-22
A000946,Expense,prior.reviewer,approved,2026-06-26
A000456,Expense,prior.reviewer,approved,2026-07-03
A000670,VPN,prior.reviewer,approved,2026-07-06
A000469,Expense,prior.reviewer,approved,2026-07-02
A000513,Expense,prior.reviewer,approved,2026-07-04
A000669,Active Directory,prior.reviewer,approved,2026-07-05
A001023,Expense,prior.reviewer,approved,2026-06-30
A001188,Snowflake,prior.reviewer,approved,2026-06-25
A000083,Expense,prior.reviewer,approved,2026-06-24
A000406,VPN,prior.reviewer,approved,2026-07-12
A000647,Atlas ERP,prior.reviewer,approved,2026-06-29
A000405,Zoom,prior.reviewer,approved,2026-06-22
A000112,Active Directory,prior.reviewer,approved,2026-06-22
A000482,VPN,prior.reviewer,approved,2026-07-10
A000204,Gateway,prior.reviewer,approved,2026-06-27
A000281,Badge access,prior.reviewer,approved,2026-06-25
A000367,Gateway,prior.reviewer,approved,2026-06-23
A000737,Jenkins,prior.reviewer,approved,2026-07-04
A001057,Helix ITSM,prior.reviewer,approved,2026-07-01
A001046,Gateway,prior.reviewer,approved,2026-07-07
A001005,Tableau,prior.reviewer,approved,2026-07-12
A000907,VPN,prior.reviewer,approved,2026-06-28
A001011,Active Directory,prior.reviewer,approved,2026-06-24
A000485,VPN,prior.reviewer,approved,2026-07-11
A000556,Active Directory,prior.reviewer,approved,2026-07-07
A000905,Gateway,prior.reviewer,approved,2026-07-03
A000550,VPN,prior.reviewer,approved,2026-06-27
A000581,Tableau,prior.reviewer,approved,2026-07-04
A000128,Gateway,prior.reviewer,approved,2026-07-04
A000333,Zoom,prior.reviewer,approved,2026-07-07
A000161,VPN,prior.reviewer,approved,2026-06-29
A000235,Compass CRM,prior.reviewer,approved,2026-06-27
A000631,Active Directory,prior.reviewer,approved,2026-07-09
A000628,Badge access,prior.reviewer,approved,2026-07-02
A001085,Active Directory,prior.reviewer,approved,2026-07-12
A000243,AWS NonProd,prior.reviewer,approved,2026-07-01
A000960,Helix ITSM,prior.reviewer,approved,2026-07-12
A000035,Active Directory,prior.reviewer,approved,2026-07-05
A000142,Slack,prior.reviewer,approved,2026-07-08
A001028,Active Directory,prior.reviewer,approved,2026-06-27
A000435,Active Directory,prior.reviewer,approved,2026-07-09
A000924,Compass CRM,prior.reviewer,approved,2026-07-06
A000378,Zoom,prior.reviewer,approved,2026-06-28
A000557,Expense,prior.reviewer,approved,2026-06-28
A000315,Badge access,prior.reviewer,approved,2026-07-07
A000698,Badge access,prior.reviewer,approved,2026-06-26
A000186,AWS Prod,prior.reviewer,approved,2026-06-26
A000076,Active Directory,prior.reviewer,approved,2026-07-09
A001047,Zoom,prior.reviewer,approved,2026-07-12
A000033,Zoom,prior.reviewer,approved,2026-07-05
A000299,Helix ITSM,prior.reviewer,approved,2026-06-25
A000267,Slack,prior.reviewer,approved,2026-07-03
A000965,AWS Prod,prior.reviewer,approved,2026-07-02
A000162,VPN,prior.reviewer,approved,2026-07-02
A001074,Badge access,prior.reviewer,approved,2026-07-12
A000230,Expense,prior.reviewer,approved,2026-07-09
A000090,Slack,prior.reviewer,approved,2026-07-05
A001115,Atlas ERP,prior.reviewer,approved,2026-07-08
A000242,Zoom,prior.reviewer,approved,2026-07-12
A000624,Zoom,prior.reviewer,approved,2026-07-04
A000560,Gateway,prior.reviewer,approved,2026-07-11
A000601,Badge access,prior.reviewer,approved,2026-06-26
A000954,Zoom,prior.reviewer,approved,2026-06-28
